"Nr_Arrest","naam","new_tags"
"1516/0524","Patrick","Bouwvrije stroken vormen een bestemmingsvoorschrift"
"1516/0524","Patrick","essentieel gegeven van de verkavelingsvoorschriften"
"1516/0524","Patrick","Geen afwijkingen mogelijk."
"1516/0524","Patrick","Belang bij het middel "
"1516/0524","Patrick","Opsplitsing kosten ["
"1516/0524","Patrick","Navigator]"
"1516/0507","Patrick","Samenhang met 1516/0524"
"1516/0507","Patrick","Zonder voorwerp "
"1516/0507","Patrick","Art. 33 DBRC-"
"1516/0507","Patrick","Decreet"
"1516/0507","Patrick","Kosten ten laste van VWP"
"1617/0213","Ben","Vernietiging "
"1617/0213","Ben","Woon- en zorgcentrum "
"1617/0213","Ben","Tussenkomst onontvankelijk"
"1617/0213","Ben","Niet-betaling rolrecht"
"1617/0213","Ben","Geen verantwoording. "
"1617/0213","Ben","Verenigbaarheid GRO –andersluidend PSA –verslag"
"1617/0213","Ben","Verstrengde motivering"
"1617/0213","Ben","Onverenigbaar met de onmiddellijk in de omgeving bestaande toestand –VWP hanteert een ruimere perimeter en verklaart louter waarom zij aan de onmiddellijke omgeving voorbij gaat"
"1617/0213","Ben","Niet afdoende motivering hinderaspecten privacy en inkijk ["
"1617/0213","Ben","Navigator]"
"1617/0213","Ben","Woordelijk overnemen van voorstel tot motivering van de aanvrager zonder eigen onderzoek "
"1617/0213","Ben","Kosten S + A: ok"
"1516/0449","Thibault","Vernietiging SBV onder vwden landbouwbedrijfswoning met loods en inpandige bedrijfswoning M1: "
"1516/0449","Thibault","Artikelen 11.4.1 en 15.4.6.1 "
"1516/0449","Thibault","Inrichtingsbesluit"
"1516/0449","Thibault","LWAG"
"1516/0449","Thibault","tweevoudige toets –"
"1516/0449","Thibault","Geen beoordeling van verenigbaarheid met schoonheidswaarde van het landschap (esthetische toets)M2: "
"1516/0449","Thibault","Artikel 11.4.1 "
"1516/0449","Thibault","Inrichtingsbesluit"
"1516/0449","Thibault","Agrarisch gebied"
"1516/0449","Thibault","Woningbouw slechts toegelaten als exploitantenwoning bij volwaardig agrarisch bedrijf"
"1516/0449","Thibault","Tweede bedrijfswoning"
"1516/0449","Thibault","BB gesteund op foutieve gegevens –"
"1516/0449","Thibault","Band tussen woning en landbouwbedrijf niet aangetoond ["
"1516/0449","Thibault","Navigator]"
"1718/0314","Hildegard","Schorsing bevolen"
"1718/0314","Hildegard","Artikel 40, § 1 DBRC-decreet"
"1718/0314","Hildegard","Zicht en geluidshinder voldoende aannemelijk"
"1718/0314","Hildegard","Nadelen volgen niet uit het RUP (tracé/niet inrichting) ("
"1718/0314","Hildegard","Navigator)"
"1718/0314","Hildegard","Geen onredelijke bewijslast"
"1718/0314","Hildegard","Op zitting blijkt dat werken zullen aanvatten"
"1718/0314","Hildegard","Artikel 4.3.1, §1, eerste lid, 1°, a) VCRO"
"1718/0314","Hildegard","Strijdigheid met het RUP"
"1617/0157","Saartje","Vernietiging"
"1617/0157","Saartje","Artikel 4.3.1, §1, 1°, a) VCRO"
"1617/0157","Saartje","Motiveringsplicht en zorgvuldigheidsplicht"
"1617/0157","Saartje","Beroepsindieners betwisten conformiteit verordening op concrete wijze"
"1617/0157","Saartje","Verenigbaarheid met relevante bepalingen niet onderzocht"
"1617/0157","Saartje","Artikel 4.3.1, §1, eerste lid, 1°, b VCRO"
"1617/0157","Saartje","Lichtinval en zonlicht door VZP’s aangehaald in OO en beroepschrift"
"1617/0157","Saartje","Relevante aspecten die niet in de beoordeling betrokken zijn (artikel 4.3.1, §2, 1° VCRO)"
"1617/0157","Saartje","Hinderaspecten onvoldoende concreet gemotiveerd"
"1617/0157","Saartje","Afstand van verzoek tot rechtsplegingsvergoeding"
"1617/0015","Hildegard","Vernietiging verworpen"
"1617/0015","Hildegard","Ongegrond"
"1617/0015","Hildegard","Kritiek correcte planologische toestand mist juridische en feitelijke grondslag"
"1617/0015","Hildegard","artikel 4.2.15, §2 VCRO: verkavelingsvoorschriften die betrekking hebben op de wijze waarop de kavels worden ingericht betreffen inrichtingsvoorschriften"
"1617/0015","Hildegard","Wijziging af te toetsen aan algemene karakteristieken en opvattingen oorspronkelijke verkaveling en in de omgeving bestaande toestand ("
"1617/0015","Hildegard","Navigator)"
"1617/0015","Hildegard","Criteria goede RO niet vervat in niet te wijzigen verkavelingsvoorschriften"
"1617/0015","Hildegard","Verder onderzoek op grond van artikel 4.3.1, §2 VCRO ("
"1617/0015","Hildegard","Navigator)"
"1617/0015","Hildegard","Bewijslast VZP ("
"1617/0015","Hildegard","Navigator)"
"1617/0015","Hildegard","Afgewezen op drie vlakken: 1) ("
"1617/0015","Hildegard","Grenzend aan) "
"1617/0015","Hildegard","Opportuniteitskritiek"
"1617/0015","Hildegard","Geen tegenstrijdige motivering"
"1617/0015","Hildegard","Mist juridische grondslag"
"1617/0015","Hildegard","Artikel 4.7.23 VCRO"
"1617/0015","Hildegard","Algemeen rechtsbeginsel inzake hoorplicht niet ingeroepen"
"1617/0015","Hildegard","VZP’s betwisten niet dat zij tijdig in het bezit werden gesteld van het PSA-verslag"
"1617/0015","Hildegard","Replieknota en notitieblad hoorzitting in het administratief dossier"
"1617/0015","Hildegard","Geen nieuwe en relevante gegevens voor beoordeling"
"1617/0015","Hildegard","Geen schending motiveringsplicht of zorgvuldigheidsplicht"
"1617/0791","Hildegard","Vernietiging verworpen"
"1617/0791","Hildegard","Ongegrond"
"1617/0791","Hildegard","Vraag naar onderzoek ontvankelijkheid staat niet gelijk aan exceptie belang"
"1617/0791","Hildegard","Ontvankelijkheid betreft openbare orde"
"1617/0791","Hildegard","Ambtshalve onderzoek"
"1617/0791","Hildegard","Geen reden om aan het belang van de VZP te twijfelen"
"1617/0791","Hildegard","VVO"
"1617/0791","Hildegard","Geen indeplaatsstelling mogelijk"
"1617/0791","Hildegard","Voor zover aan de toepassingsvoorwaarden van een afwijking op basis van de verordening voldaan is, wordt binnen de contouren van het plan gebleven ("
"1617/0791","Hildegard","Navigator)"
"1617/0791","Hildegard","Geen toetsing aan toepassingsvoorwaarden artikel 4.4.1 VCRO vereist ("
"1617/0791","Hildegard","Navigator)"
"1617/0791","Hildegard","VZP verwacht onterecht een motivering inzake de toepassing van de decretale afwijkingsmogelijkheid"
"1617/0791","Hildegard","VZP toont niet aan dat de toepassing van de afwijkingsbepaling niet correct werd toegepast"
"1617/0791","Hildegard","Exceptie TSK inzake wettigheid verordening en de prejudiciële vragen daartoe zijn ter zake niet meer relevant voor de beoordeling van het middel "
"1617/0791","Hildegard","Last is verbonden aan het belastingsreglement, hiertoe diende geen stedenbouwkundige last opgelegd te worden"
"1617/0791","Hildegard","VZP toont het tegendeel niet aan"
"1617/0791","Hildegard","Artikel 4.3.1 VCRO"
"1617/0791","Hildegard","GRO"
"1617/0791","Hildegard","Loutere tegengestelde visie (weliswaar in eerste instantie)"
"1617/0791","Hildegard","Betrekt BB en PSA-verslag niet"
"1617/0791","Hildegard","Artikel 21, §7 DBRC-decreet"
"1617/0791","Hildegard","Geen RPV voor de in het ongelijk gestelde partij ("
"1617/0791","Hildegard","Navigator)"
"1617/0741","","Afstand van geding"
"1617/0741","","Afstand van geding door TSK op basis van dading"
"1617/0741","","Verdeling kosten op basis van dading"
"1617/0043","Tariq","Vernietiging"
"1617/0043","Tariq","Artikel 4.3.1, §1, 1°, b en §2 VCRO"
"1617/0043","Tariq","Stedenbouwkundige vergunning voor het verbouwen van een handelsruimte"
"1617/0043","Tariq","Toekomstige en onzekere gebeurtenissen als determinerend weigeringsmotief"
"1617/0043","Tariq","In concreto beoordeling op eigen merites vereist ("
"1617/0043","Tariq","Navigator)"
"1617/0043","Tariq","Artikel 4.7.23, §1 VCRO"
"1617/0043","Tariq","Andersluidend PSA-verslag"
"1617/0043","Tariq","Verzwaarde motiveringsplicht"
"1617/0043","Tariq","Onvoldoende gemotiveerd"
"1516/0814","Jolien","Vernietiging"
"1516/0814","Jolien","Artikel 4.8.11, §1, eerste lid 3° VCRO"
"1516/0814","Jolien","Derde-belanghebbende"
"1516/0814","Jolien","Raad kan rekening houden met gegevens uit het hele verzoekschrift"
"1516/0814","Jolien","Raad is niet gebonden door de beoordeling ontvankelijkheid in het kader van het administratief beroep ("
"1516/0814","Jolien","Navigator)"
"1516/0814","Jolien","Bezwaarschrift in extenso overgenomen"
"1516/0814","Jolien","Wonend in onmiddellijke nabijheid"
"1516/0814","Jolien","Minstens visuele hinder en mobiliteitshinder voldoende geconcretiseerd met stukken"
"1516/0814","Jolien","Zorgvuldigheidsbeginsel"
"1516/0814","Jolien","Gewestplanbestemming"
"1516/0814","Jolien","Ligging aangevraagde"
"1516/0814","Jolien","Rv"
"1516/0814","Jolien","Vb kan niet zelf grenslijn bepalen ("
"1516/0814","Jolien","Navigator)"
"1516/0814","Jolien","Argumentatie beroepsindiener voldoende concreet"
"1516/0814","Jolien","VWP weerlegt argumentatie onvoldoende zorgvuldig"
"1516/0814","Jolien","Artikel 4.3.1, §1, 1° a VCRO"
"1516/0814","Jolien","("
"1516/0814","Jolien","Niet-)"
"1516/0814","Jolien","Overeenstemming BPA"
"1516/0814","Jolien","Artikel 4.7.23 VCRO"
"1516/0814","Jolien","Andersluidend PSA-verslag"
"1516/0814","Jolien","Zorgvuldigheidsbeginsel"
"1516/0814","Jolien","Verzwaarde motiveringsplicht"
"1516/0814","Jolien","BB wijkt op meerdere punten af"
"1516/0814","Jolien","("
"1516/0814","Jolien","Afdoende) motivering ontbreekt"
"1516/0470","Katrien V.","Vernietiging"
"1516/0470","Katrien V.","Artikelen 4.4.10 (en 4.4.14, 4.4.15) VCRO"
"1516/0470","Katrien V.","Zonevreemde basisrechten"
"1516/0470","Katrien V.","Restrictieve toepassing"
"1516/0470","Katrien V.","Verkrot karakter"
"1516/0470","Katrien V.","Elementaire stabiliteit op moment van vergunningsaanvraag ("
"1516/0470","Katrien V.","Navigator)"
"1516/0470","Katrien V.","Zorgvuldigheidsbeginsel"
"1516/0470","Katrien V.","Gezag van gewijsde (onderscheid bijgebouw"
"1516/0470","Katrien V.","kuip)"
"1516/0470","Katrien V.","Rekening te houden met het geheel van voor woning bestemde gebouwen om het verkrotte karakter te bepalen ("
"1516/0470","Katrien V.","Navigator) –"
"1516/0470","Katrien V.","Antwoord prejudiciële vraag is niet dienend voor oplossing geschil"
"1516/0470","Katrien V.","Artikel 37 DBRC-decreet"
"1516/0470","Katrien V.","Verplichting bepaalde rechtsregels of beginselen te betrekken in de herstelbeslissing"
"1516/0470","Katrien V.","Artikel 4.4.10 en 4.1.1, 15° VCRO en dossierelementen vanuit zorgvuldigheidsbeginsel en gezag van gewijsde"
"1516/0829","Lore","Verbeterend arrest"
"1516/0670","Jona","Vernietiging"
"1516/0670","Jona","Belang TSK"
"1516/0670","Jona","Artikel 4.8.21 en 4.8.11, §1, eerste lid, 3° VCRO"
"1516/0670","Jona","zichthinder (bouw appartementsgebouw)"
"1516/0670","Jona","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1516/0670","Jona","Derde-belanghebbende"
"1516/0670","Jona","Onderscheid belang (ontvankelijke) administratieve en jurisdictionele procedure"
"1516/0670","Jona","Geen ipso facto belang te putten uit ontvankelijkheid administratieve procedure ("
"1516/0670","Jona","Navigator)"
"1516/0670","Jona","Visuele hinder (tweede) woonst voldoende aangetoond ("
"1516/0670","Jona","Navigator)"
"1516/0670","Jona","Gebrek aan voorliggen eigendomsbewijs of titels of afstand tot hun (eerste) woonst doen hier op zich niet aan af ("
"1516/0670","Jona","Navigator)"
"1516/0670","Jona","Tijdig uitputten administratie beroep"
"1516/0670","Jona","Termijn derde-belanghebbende begint te lopen bij tijdige aanplakking: artikelen 4.7.19, § 2 en 4.7.21, §3, 3° VCRO"
"1516/0670","Jona","Twee attesten van aanplakking"
"1516/0670","Jona","Tweede attest van aanplakking waarop TSK’s zich baseren is niet nuttig, aangezien opgemaakt in administratief beroep ("
"1516/0670","Jona","Navigator)"
"1516/0670","Jona","Bestrijden ontvankelijkheid administratief beroep door TSK’s kan niet beschouwd worden als een verzaking"
"1516/0670","Jona","M2: "
"1516/0670","Jona","Artikel 4.3.1 VCRO"
"1516/0670","Jona","Andersluidend PSA-verslag"
"1516/0670","Jona","Verzwaarde motiveringsplicht"
"1516/0670","Jona","Onvoldoende rekening gehouden met de relevante in de omgeving bestaande toestand (hoekbebouwing)"
"1516/0670","Jona","Verwijzing naar niet-GRO-uitputtend RUP is geen afdoende motivering ("
"1516/0670","Jona","Navigator)"
"1516/0670","Jona","Waar RUP uitgaat van een gewenste ruimtelijke ontwikkeling, waaraan met maximale invulling voldaan wordt, is geen draagkrachtig motief"
"1516/0670","Jona","Hinder woonkwaliteit TSK is essentie opmerking PSA-verslag"
"1516/0670","Jona","Motivering komt hieraan niet tegemoet"
"1516/0670","Jona","Mobiliteitshinder (parkeren) niet voldoende onderzocht"
"1516/0670","Jona","Devolutieve werking administratief beroep"
"1516/0670","Jona","M1: "
"1516/0670","Jona","Artikel 159 GW"
"1516/0670","Jona","Toepassing doet gewestplan herleven"
"1516/0670","Jona","Aanvraag conform bestemming gewestplan"
"1516/0670","Jona","Toets GRO dient nog steeds uitgevoerd"
"1516/0670","Jona","M2 gegrond bevonden waarin toepassing maximale invulling RUP beoordeeld werd als niet-voldoende draagkrachtig motief"
"1516/0670","Jona","Gebrek aan belang bij het middel ("
"1516/0670","Jona","Navigator)M3: "
"1516/0670","Jona","Bijlage III bij het MER-besluit"
"1516/0670","Jona","Stadsontwikkelingsproject"
"1516/0670","Jona","oprichten van een meergezinswoning van zes appartementen"
"1516/0670","Jona","Vraag naar opmaak project-MER- "
"1516/0670","Jona","Afdoende beoordeling"
"1516/0670","Jona","Criteria bijlage II van het DABM ("
"1516/0670","Jona","Navigator)"
"1516/0670","Jona","Geen afzonderlijke screeningsparagraaf vereist ("
"1516/0670","Jona","Navigator)"
"1516/0670","Jona","Verzoekende partijen overtuigen niet dat een relevant milieueffect niet onderzocht is, rekening houdende met de concrete omstandigheden van het dossier of dat concrete elementen in het dossier een uitgebreidere motivering vereisten ("
"1516/0670","Jona","Navigator)"
"1617/0264","Patrick","Vernietiging"
"1617/0264","Patrick","Artikel 4.3.3 VCRO"
"1617/0264","Patrick","Uit het door A W&V verleend advies blijkt niet alleen de vereiste van een voorafgaande domeinvergunning, maar ook dat ze niet verkregen zal worden"
"1617/0264","Patrick","Artikel 2 "
"1617/0264","Patrick","Retributiebesluit als direct werkende norm ("
"1617/0264","Patrick","Navigator)"
"1617/0264","Patrick","Bestaan van een vergunningsplicht doet hieraan niet af"
"1617/0264","Patrick","Vereiste van domeinvergunning staat los van burgerrechtelijke betwisting (artikel 144 GW en 4.2.22 VCRO)"
"1617/0231","Claire","Vernietiging"
"1617/0231","Claire","Artikel 4.3.1 VCRO en artikel 4.7.23 VCRO"
"1617/0231","Claire","Andersluidend PSA-verslag"
"1617/0231","Claire","Verzwaarde motiveringsplicht"
"1617/0231","Claire","Inplanting op voldoende afstand van de perceelsgrenzen en bebouwing in tweede bouworde (uitdoofbeleid)"
"1617/0231","Claire","Geen afdoende motivering"
"1617/0231","Claire","Inplanting kan nog betwist worden"
"1617/0231","Claire","Regularisatie grondige verbouwingswerken ("
"1617/0231","Claire","Navigator)"
"1617/0231","Claire","Artikel 4.3.1, §2, eerste lid VCRO"
"1617/0231","Claire","In de omgeving bestaande toestand"
"1617/0231","Claire","De voor het dossier relevante in de omgeving bestaand toestand"
"1617/0231","Claire","In concreto toets vereist"
"1617/0231","Claire","Tweede bouworde ("
"1617/0231","Claire","Navigator)"
"1617/0191","Sacha","Vernietiging"
"1617/0191","Sacha","Artikel 4.7.23, §1 VCRO"
"1617/0191","Sacha","Hoorplicht"
"1617/0191","Sacha","Waterparagraaf en watertoets zijn op basis van voorgeschiedenis en beslissingen "
"1617/0191","Sacha","Raad een doorslaggevend discussiepunt"
"1617/0191","Sacha","Niet op nuttige wijze gehoord"
"1617/0191","Sacha","Te korte tijdspanne om nuttig te repliceren op alle stukken waarover de verwerende partij beschikt"
"1617/0191","Sacha","Essentiële informatie ("
"1617/0191","Sacha","Navigator)"
"1617/0191","Sacha","Artikel 4.7.14/1 VCRO"
"1617/0191","Sacha","Artikel 2, §6 van het MER-besluit"
"1617/0191","Sacha","Bijlage III, rubriek 1e) MER-besluit"
"1617/0191","Sacha","Intensief veeteeltbedrijf"
"1617/0191","Sacha","- "
"1617/0191","Sacha","Aanvrager erkent project als intensieve veeteelt in screeningsnota"
"1617/0191","Sacha","Screeningsnota omvat geen info inzake rubriek intensieve veeteelt"
"1617/0191","Sacha","Afdoende onderzoek blijkt niet"
"1617/0191","Sacha","Criteria bijlage II DABM ("
"1617/0191","Sacha","Navigator)"
"1718/0106","Sacha","Afstand"
"1617/0389","Sacha","Afstand"
"1617/0075","Annelore","Vernietiging verworpen"
"1617/0075","Annelore","Onontvankelijk"
"1617/0075","Annelore","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1617/0075","Annelore","Derde-belanghebbende"
"1617/0075","Annelore","Hinder en nadelen"
"1617/0075","Annelore","Louter nabuurschap volstaat niet"
"1617/0075","Annelore","Raad kan rekening houden met gehele verzoekschrift"
"1617/0075","Annelore","Onderzoek van de middelen ten gronde"
"1617/0075","Annelore","Gepensioneerd landbouwer toont hinder en nadelen niet aan bij herbestemming naar landbouw"
"1617/0075","Annelore","Hinder en nadelen bij onvoldoende precieze voorwaarde en schendingen RUP niet aangetoond"
"1617/0075","Annelore","Aanvraag gelegen in effectief en mogelijk overstromingsgevoelig gebied (belang niet aangetoond: geen verduidelijking risico’s eigen perceel)"
"1617/0075","Annelore","Beweringen mobiliteit niet voldoende geconcretiseerd"
"1617/0075","Annelore","Hinder en nadelen niet voldoende persoonlijk"
"1617/0096","Annelore","Vernietiging verworpen"
"1617/0096","Annelore","Ongegrond"
"1617/0096","Annelore","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1617/0096","Annelore","Derde-belanghebbende"
"1617/0096","Annelore","Artikel 56, §1, 1° "
"1617/0096","Annelore","Procedurebesluit"
"1617/0096","Annelore","Raad kan rekening houden met het gehele verzoekschrift"
"1617/0096","Annelore","Voormalig schepen"
"1617/0096","Annelore","Geen actueel belang ("
"1617/0096","Annelore","Navigator)"
"1617/0096","Annelore","Functioneel belang gemeenteraadslid"
"1617/0096","Annelore","Geen schending prerogatieven ("
"1617/0096","Annelore","Navigator)"
"1617/0096","Annelore","Relevantie voor gemeentebudget is louter geënt op wettigheid"
"1617/0096","Annelore","VZP 1 heeft geen belang"
"1617/0096","Annelore","VZP2 toont mobiliteitshinder en visuele hinder aan "
"1617/0096","Annelore","Artikel 4.4.7, § 2 VCRO"
"1617/0096","Annelore","Artikel 3, § 3 BVL 5 mei 2000"
"1617/0096","Annelore","Voldoende concrete beoordeling ruimtelijke impact (mobiliteitshinder, footprint, landschappelijke waarde) ("
"1617/0096","Annelore","Navigator)"
"1617/0096","Annelore","Motivering en aangepaste plannen komen voldoende tegemoet aan projectvergadering"
"1617/0096","Annelore","Beoordeling GRO niet kennelijk onredelijk of onwettig"
"1617/0096","Annelore","Artikel 4.2.19 VCRO"
"1617/0096","Annelore","Vergunning onder voorwaarden"
"1617/0096","Annelore","Verbod om volwaardige sporthal uit te baten"
"1617/0096","Annelore","Voldoende precies"
"1617/0096","Annelore","Interpretatie in het licht van de reactie op de projectvergadering en aanpassing plannen"
"1617/0096","Annelore","Aanleg buffervoorziening"
