"Nr_Arrest","naam","Trefwoorden"
"1617/0040","Jens","Samenhang met 1516/0745 en 1718/0122SBV uitbreiding gemeentehuisVernietiging voor de duidelijkheid in het rechtsverkeer "
"1617/0040","Jens","nieuwe vergunning bekomen "
"1617/0040","Jens","Uitdrukkelijke verzaking naar aanleiding van ambtshalve vraag op zitting [Navigator] "
"1617/0040","Jens","kosten TSKP"
"1718/0122","Jens","Samenhang met 1516/0745 en 1617/0040Verwerping vernietiging "
"1718/0122","Jens","Ongegrond Aktename melding exploitatie ingedeelde inrichting klasse 3 "
"1718/0122","Jens","Bronbemaling "
"1718/0122","Jens","Onjuiste omschrijving geschonden geachte bepalingen "
"1718/0122","Jens","Materiële vergissing "
"1718/0122","Jens","niet onontvankelijk "
"1718/0122","Jens","Exceptie verworpen [Navigator] –Uitbreidingen in WAN geweerdMO1: Artikel 140 OVD "
"1718/0122","Jens","Onduidelijk hoe ev. onregelmatigheid onwettigheid BB aantast"
"1718/0122","Jens","  bekendmaking melding correct aangeplakt [Navigator]MO2 "
"1718/0122","Jens","Voorwerp van aanvraag niet uitgebreid MO3 "
"1718/0122","Jens","Artikel 136 "
"1718/0122","Jens","volledigheid en juistheid meldingsdossier "
"1718/0122","Jens","geen sanctie voorzien "
"1718/0122","Jens","slechts onwettig voor zover de overheid misleid m.b.t. elementen die beslissend zijn voor aktename [Navigator] –vage kritieken "
"1718/0122","Jens","stelplicht VZP "
"1718/0122","Jens"," Type bemaling "
"1718/0122","Jens","uitbreiding middel "
"1718/0122","Jens","onontvankelijk "
"1718/0122","Jens","actueel belang "
"1718/0122","Jens","Bemalingswerken voltooid –slechts onwettig voor zover misleiding "
"1718/0122","Jens","Geen misleiding Artikel 33 DBRC-Decreet"
"1718/0122","Jens"," RPV "
"1718/0122","Jens","Kosten ten laste van in het ongelijk gestelde partij "
"1718/0122","Jens","basisbedrag [Navigator]"
"1718/0022","Jens","Vernietiging artikel 4.7.21 "
"1718/0022","Jens","4.7.23 VCRO "
"1718/0022","Jens","Onontvankelijkheid administratief beroep "
"1718/0022","Jens","Derden-belanghebbenden "
"1718/0022","Jens","Hinder en nadelen "
"1718/0022","Jens","Zeer algemene beschrijving van het belang"
"1718/0022","Jens"," Geen loutere actio popularis "
"1718/0022","Jens","Vrees voor problemen met waterhuishouding [Navigator "
"1718/0022","Jens","randnr. 4]"
"1617/0343","Thibault","Verwerping vernietiging "
"1617/0343","Thibault","Ongegrond Weigeringsbeslissing regulariseren van een schuilhokM1: Artikel 4.7.21, §2, 2° VCRO "
"1617/0343","Thibault","ontvankelijkheid "
"1617/0343","Thibault","derden-belanghebbenden "
"1617/0343","Thibault","Hinder en nadelen "
"1617/0343","Thibault","herstelbeslissing "
"1617/0343","Thibault","visuele hinder[Navigator] "
"1617/0343","Thibault","zorgvuldig onderzoek van de ontvankelijkheid en afdoende motivering "
"1617/0343","Thibault","terecht ontvankelijk.M2: Artikel 4.7.23, §1, eerste lid VCRO "
"1617/0343","Thibault","Hoorplicht "
"1617/0343","Thibault"," Plaatsbezoek PSA dient niet op tegensprekelijke wijze te geschieden"
"1617/0343","Thibault","  Kennis van PSA-verslag voor zitting"
"1617/0343","Thibault","  Pas kennis van plaatsbezoek met BB –Nuttig horen/verdedigen"
"1617/0343","Thibault"," De hoorplicht reikt niet zo ver dat de vergunningverlenende overheid de verplichting zou hebben om aan degene die heeft verzocht om te worden gehoord, de gelegenheid te geven om na de hoorzitting nog een schriftelijke nota op te maken over de bespreking op de hoorzitting [Navigator]M3: Artikelen 11.4.1 en 15.4.6.1 Inrichtingsbesluit "
"1617/0343","Thibault","LWAG "
"1617/0343","Thibault","toetsing aan 2-voudig criterium "
"1617/0343","Thibault","Esthetisch criterium "
"1617/0343","Thibault","Verdere aantasting van het landschap "
"1617/0343","Thibault","oneigenlijk gebruik is niet determinerend (overtollig) motief"
"1617/0343","Thibault","  schuilhok als bijkomend gebouw "
"1617/0343","Thibault","vergund karakter van bestaande stal maakt niet dat de stal niet beschouw zou kunnen worden als vreemd aan het landschap –Niet onjuist of kennelijk onredelijk [Navigator]"
"1617/0343","Thibault","  Afdoende motivering "
"1617/0343","Thibault","Andersluidend oordeel in 1ste aanleg"
"1617/0343","Thibault","  Devolutieve werking Verzoek om RPV afgewezen "
"1617/0343","Thibault","Wijzigingsdecreet nog niet van toepassing. [Navigator]"
"1617/0366","Michelle","Samenhang met 1617/0370OngegrondVerbouwing zonevreemde woning "
"1617/0366","Michelle","Hoofdzakelijk vergund karakter "
"1617/0366","Michelle","Vermoeden van vergunning "
"1617/0366","Michelle","Functie ‘wonen’ "
"1617/0366","Michelle","Opname in vergunningsregister Beoordeling goede RO "
"1617/0366","Michelle","Bestaande toestand "
"1617/0366","Michelle","Niet onredelijkAndersluidend PSA-verslag "
"1617/0366","Michelle","Afdoende weerlegd"
"1617/0370","Michelle","Samenhang met 1617/0366OngegrondVerbouwing zonevreemde woning "
"1617/0370","Michelle","Hoofdzakelijk vergund karakter "
"1617/0370","Michelle","Vermoeden van vergunning "
"1617/0370","Michelle","Functie ‘wonen’ "
"1617/0370","Michelle","Opname in vergunningsregister Beoordeling goede RO "
"1617/0370","Michelle","Bestaande toestand "
"1617/0370","Michelle","Niet onredelijk"
"1516.0639","Ingrid","Vernietiging Artikel 4.7.1.VCRO "
"1516.0639","Ingrid","Artikel 3 Besluit 5 mei 2000 "
"1516.0639","Ingrid","Toepassing gewone procedure "
"1516.0639","Ingrid","Bijzondere procedure is uitzonderingsprocedure en dient stikt geïnterpreteerd te worden "
"1516.0639","Ingrid","Werken van algemeen belang "
"1516.0639","Ingrid","Betwisting over beperkte ruimtelijke impact "
"1516.0639","Ingrid","kwalificatie als gemeentelijke weg "
"1516.0639","Ingrid","Besluit gemeenteraad "
"1516.0639","Ingrid","Bijkomende voorzieningen (parking, groen etc…) vormen een aanhorigheid "
"1516.0639","Ingrid","Omvang wadi "
"1516.0639","Ingrid","Wandel en fietspaden onder artikel 3/1, 3° Besluit "
"1516.0639","Ingrid","Motivering niet onjuist of kennelijk onredelijk. [Navigator "
"1516.0639","Ingrid","nieuwe rechtspraak ]Artikel 4. 2. 19 VCRO –Opleggen voorwaarden "
"1516.0639","Ingrid","Voorwaarde niet voldoende precies "
"1516.0639","Ingrid","Geen planaanpassingen "
"1516.0639","Ingrid","Ontoelaatbare beoordelingsruimte voor aanvrager "
"1516.0639","Ingrid","Gebrek aan duidelijke instructie"
"1516.0639","Ingrid"," Onduidelijk inplanting "
"1516.0639","Ingrid","Verdwijnen wadi "
"1516.0639","Ingrid","gegrond [Navigator]Beschermingsbesluit "
"1516.0639","Ingrid","Gunstig advies agentschap OE –Geen strijdigheid met beschermingsbesluit aangetoond "
"1516.0639","Ingrid","Verwijzing naar RvS –arrest in dezelfde zin –Afdoende motivering in het licht van de bezwaren"
"1617/0286","Ingrid","VernietigingOntvankelijkheid beroep "
"1617/0286","Ingrid","Belang VZPenEerste VZP "
"1617/0286","Ingrid","Artikel 4.8.11, §1, eerste lid 3° VCRO "
"1617/0286","Ingrid","Derde belanghebbende "
"1617/0286","Ingrid","Eigenaar loods in beschermd dorpsgezicht "
"1617/0286","Ingrid","Waardevermindering eigendom "
"1617/0286","Ingrid","ontvankelijkTweede VZP "
"1617/0286","Ingrid","Artikel 4.8.11, §1, eerste lid, 4°"
"1617/0286","Ingrid"," Procesbekwame vereniging"
"1617/0286","Ingrid","  geografisch beperkt werkingsgebied "
"1617/0286","Ingrid","Geen actio popularis "
"1617/0286","Ingrid","Duurzame en effectieve werking"
"1617/0286","Ingrid"," Cassatieberoep RvS [navigator]Voorwerp van de vordering "
"1617/0286","Ingrid","Afsplitsing m.o.o gedeeltelijke vernietiging "
"1617/0286","Ingrid","Afsluitingen vormen geen onlosmakelijk geheel"
"1617/0286","Ingrid"," Geen bezwaar VZP [Navigator]Belang bij het middel "
"1617/0286","Ingrid","Exceptie in laatste schriftelijke uiteenzetting"
"1617/0286","Ingrid"," VerworpenBesluit dossiersamenstelling "
"1617/0286","Ingrid","Beschermingsbesluit "
"1617/0286","Ingrid","Onvolledigheid van de plannen "
"1617/0286","Ingrid","Geen betwisting over onvolledigheid aanvraagdossier "
"1617/0286","Ingrid","Beschermd dorpsgezicht "
"1617/0286","Ingrid","Geen vermelding van beschermde spoorlijn "
"1617/0286","Ingrid","Geen zorgvuldig onderzoek "
"1617/0286","Ingrid","Niet uitgesloten dat men niet met kennis van zaken heeft kunnen beslissen. [Navigator]"
"1617/0652","Ingrid","VernietigingArtikelen 16 en 3 PB"
"1617/0652","Ingrid"," Ontvankelijkheid hoedanigheid van de VZP "
"1617/0652","Ingrid","Betwisting inzake besluit tot in rechte treden "
"1617/0652","Ingrid","RP vertegenwoordigd door raadsman "
"1617/0652","Ingrid","vermoeden "
"1617/0652","Ingrid","VZP brengen stukken bij ingevolge betwisting [Navigator]Artikel 4.7.1.VCRO "
"1617/0652","Ingrid","Artikel 3 Besluit 5 mei 2000 "
"1617/0652","Ingrid","Toepassing gewone procedure "
"1617/0652","Ingrid","Bijzondere procedure is uitzonderingsprocedure en dient stikt geïnterpreteerd te worden "
"1617/0652","Ingrid","Werken van algemeen belang "
"1617/0652","Ingrid","Ambtshalve vaststelling dat rioleringswerken zijn vrijgesteld "
"1617/0652","Ingrid","Aanhorigheden [Navigator]. Artikel 2 en 42 van het Gemeentedecreet "
"1617/0652","Ingrid","Artikel 4.2.25 VCRO "
"1617/0652","Ingrid","Geen beslissing over de zaak van de wegen "
"1617/0652","Ingrid","weguitrusting en alle aanhorigheden "
"1617/0652","Ingrid","Impliciete opheffing weg "
"1617/0652","Ingrid","Aanleg nieuw fietspad als aanhorigheid "
"1617/0652","Ingrid","Geen loutere onderhoudswerken [Navigator]"
"1617/0652","Ingrid","GegrondArtikel 4.3.1. §2 VCRO en artikel 1.1.4. VCRO "
"1617/0652","Ingrid","Opsplitsen project al dan niet kunstmatig "
"1617/0652","Ingrid","Geen beperking inspraakmogelijkheden derden-belanghebbenden "
"1617/0652","Ingrid","Kennis van totaalproject "
"1617/0652","Ingrid","Verenigbaarheid goede RO afdoende beoordeeld in het licht van de bezwaren "
"1617/0652","Ingrid","Geen misleiding over omvang van de aanvraag "
"1617/0652","Ingrid","Geen onwettige saucissonering "
"1617/0652","Ingrid","Geen vernietigingsmiddel over openbaar onderzoek "
"1617/0652","Ingrid","Niet aangetoond dat beschermingsbesluit wordt aangetast door gefaseerde aanpak "
"1617/0652","Ingrid","Globale beoordeling niet onmogelijk [navigator] Artikel 33 DBRC-Decreet "
"1617/0652","Ingrid","Kosten"
"1617/0652","Ingrid","  Toekennen RPV"
"1617/0652","Ingrid"," Basisbedrg"
"1516/0673","Lore","Verwerping vernietiging "
"1516/0673","Lore","Ongegrond Weigeringsbeslissing regularisatie zonnepanelen in natuurgebied. Artikel 4.3.1, §1, eerste lid, 1° VCRO "
"1516/0673","Lore","Strijdigheid met bestemmingsvoorschriften "
"1516/0673","Lore","Artikel 13.4.3.1. Inrichtingsbesluit "
"1516/0673","Lore","Natuurgebied "
"1516/0673","Lore","Afwijkingsmogelijkheid "
"1516/0673","Lore","Artikel 4.4.9. VCRO "
"1516/0673","Lore","Geen vergunning mogelijk overeenkomstig vergelijkbare standaardtypebepaling "
"1516/0673","Lore","Geen instandhouden of herstel van natuur "
"1516/0673","Lore","bestendigen residentieel karakter doet afbreuk aan natuurbestemming [Navigator (randnr. 5)]"
"1516/0524","Patrick","Samenhang met 1516/0507Vernietiging SBV onder vwden  tandartsenpraktijk met woning en zorgflatArtikel 4.8.11, §1, lid 1, 3° VCRO "
"1516/0524","Patrick","Ontvankelijkheid "
"1516/0524","Patrick","Belang VZP "
"1516/0524","Patrick","Derde –belanghebbende "
"1516/0524","Patrick","Hinder en nadelen voldoende aannemelijk "
"1516/0524","Patrick","Aantasting woon –en leefomgeving "
"1516/0524","Patrick","verminderde lichtinval "
"1516/0524","Patrick","privacy "
"1516/0524","Patrick","inkijk Artikel 15 PB "
"1516/0524","Patrick","Uiteenzetting van middelen "
"1516/0524","Patrick","Uitdrukkelijke vermelding van bepalingen of beginselen niet vereist "
"1516/0524","Patrick","Voldoend duidelijkVerenigbaarheid met stedenbouwkundige voorschriften "
"1516/0524","Patrick","Afwijking verkavelingsvoorsschriften "
"1516/0524","Patrick","Artikel 4.4.1. VCRO "
"1516/0524","Patrick","trappen 80 cm en uitkragend gedeelte 75 cm buiten bebouwbare oppervlakte "
"1516/0524","Patrick","Bouwvrije stroken vormen een bestemmingsvoorschrift "
"1516/0524","Patrick","essentieel gegeven van de verkavelingsvoorschriften "
"1516/0524","Patrick","Geen afwijkingen mogelijk.Belang bij het middel Opsplitsing kosten [Navigator]"
"1516/0507","Patrick","Samenhang met 1516/0524Zonder voorwerp Art. 33 DBRC-Decreet "
"1516/0507","Patrick","Kosten ten laste van VWP"
"1617/0213","Ben","Vernietiging Woon- en zorgcentrum Tussenkomst onontvankelijk "
"1617/0213","Ben","Niet-betaling rolrecht "
"1617/0213","Ben","Geen verantwoording. Verenigbaarheid GRO –andersluidend PSA –verslag "
"1617/0213","Ben","Verstrengde motivering "
"1617/0213","Ben","  Onverenigbaar met de onmiddellijk in de omgeving bestaande toestand –VWP hanteert een ruimere perimeter en verklaart louter waarom zij aan de onmiddellijke omgeving voorbij gaat "
"1617/0213","Ben","Niet afdoende motivering hinderaspecten privacy en inkijk [Navigator]"
"1617/0213","Ben","Woordelijk overnemen van voorstel tot motivering van de aanvrager zonder eigen onderzoek Kosten S + A: ok"
"1516/0449","Thibault","Vernietiging SBV onder vwden landbouwbedrijfswoning met loods en inpandige bedrijfswoning M1: Artikelen 11.4.1 en 15.4.6.1 Inrichtingsbesluit "
"1516/0449","Thibault","LWAG "
"1516/0449","Thibault","tweevoudige toets –Geen beoordeling van verenigbaarheid met schoonheidswaarde van het landschap (esthetische toets)M2: Artikel 11.4.1 Inrichtingsbesluit "
"1516/0449","Thibault","Agrarisch gebied "
"1516/0449","Thibault","Woningbouw slechts toegelaten als exploitantenwoning bij volwaardig agrarisch bedrijf "
"1516/0449","Thibault","Tweede bedrijfswoning "
"1516/0449","Thibault","BB gesteund op foutieve gegevens –Band tussen woning en landbouwbedrijf niet aangetoond [Navigator]"
"1718/0314","Hildegard","Schorsing bevolenArtikel 40, § 1 DBRC-decreet "
"1718/0314","Hildegard","Zicht en geluidshinder voldoende aannemelijk "
"1718/0314","Hildegard","Nadelen volgen niet uit het RUP (tracé/niet inrichting) (Navigator)"
"1718/0314","Hildegard"," Geen onredelijke bewijslast"
"1718/0314","Hildegard","Op zitting blijkt dat werken zullen aanvattenArtikel 4.3.1, §1, eerste lid, 1°, a) VCRO "
"1718/0314","Hildegard","Strijdigheid met het RUP"
"1617/0157","Saartje","VernietigingArtikel 4.3.1, §1, 1°, a) VCRO "
"1617/0157","Saartje","Motiveringsplicht en zorgvuldigheidsplicht "
"1617/0157","Saartje","Beroepsindieners betwisten conformiteit verordening op concrete wijze "
"1617/0157","Saartje","Verenigbaarheid met relevante bepalingen niet onderzochtArtikel 4.3.1, §1, eerste lid, 1°, b VCRO "
"1617/0157","Saartje","Lichtinval en zonlicht door VZP’s aangehaald in OO en beroepschrift "
"1617/0157","Saartje","Relevante aspecten die niet in de beoordeling betrokken zijn (artikel 4.3.1, §2, 1° VCRO) "
"1617/0157","Saartje","Hinderaspecten onvoldoende concreet gemotiveerdAfstand van verzoek tot rechtsplegingsvergoeding"
"1617/0015","Hildegard","Vernietiging verworpen "
"1617/0015","Hildegard","OngegrondKritiek correcte planologische toestand mist juridische en feitelijke grondslag"
"1617/0015","Hildegard"," artikel 4.2.15, §2 VCRO: verkavelingsvoorschriften die betrekking hebben op de wijze waarop de kavels worden ingericht betreffen inrichtingsvoorschriften "
"1617/0015","Hildegard","Wijziging af te toetsen aan algemene karakteristieken en opvattingen oorspronkelijke verkaveling en in de omgeving bestaande toestand (Navigator) "
"1617/0015","Hildegard","Criteria goede RO niet vervat in niet te wijzigen verkavelingsvoorschriften "
"1617/0015","Hildegard","Verder onderzoek op grond van artikel 4.3.1, §2 VCRO (Navigator) "
"1617/0015","Hildegard","Bewijslast VZP (Navigator) "
"1617/0015","Hildegard","Afgewezen op drie vlakken: 1) (Grenzend aan) Opportuniteitskritiek "
"1617/0015","Hildegard","Geen tegenstrijdige motivering "
"1617/0015","Hildegard","Mist juridische grondslagArtikel 4.7.23 VCRO "
"1617/0015","Hildegard","Algemeen rechtsbeginsel inzake hoorplicht niet ingeroepen "
"1617/0015","Hildegard","VZP’s betwisten niet dat zij tijdig in het bezit werden gesteld van het PSA-verslag "
"1617/0015","Hildegard","Replieknota en notitieblad hoorzitting in het administratief dossier "
"1617/0015","Hildegard","Geen nieuwe en relevante gegevens voor beoordeling "
"1617/0015","Hildegard","Geen schending motiveringsplicht of zorgvuldigheidsplicht"
"1617/0791","Hildegard","Vernietiging verworpen "
"1617/0791","Hildegard","OngegrondVraag naar onderzoek ontvankelijkheid staat niet gelijk aan exceptie belang "
"1617/0791","Hildegard","Ontvankelijkheid betreft openbare orde "
"1617/0791","Hildegard","Ambtshalve onderzoek "
"1617/0791","Hildegard","Geen reden om aan het belang van de VZP te twijfelen "
"1617/0791","Hildegard","VVO "
"1617/0791","Hildegard","Geen indeplaatsstelling mogelijkVoor zover aan de toepassingsvoorwaarden van een afwijking op basis van de verordening voldaan is, wordt binnen de contouren van het plan gebleven (Navigator) "
"1617/0791","Hildegard","Geen toetsing aan toepassingsvoorwaarden artikel 4.4.1 VCRO vereist (Navigator) "
"1617/0791","Hildegard","VZP verwacht onterecht een motivering inzake de toepassing van de decretale afwijkingsmogelijkheid "
"1617/0791","Hildegard","VZP toont niet aan dat de toepassing van de afwijkingsbepaling niet correct werd toegepast "
"1617/0791","Hildegard","Exceptie TSK inzake wettigheid verordening en de prejudiciële vragen daartoe zijn ter zake niet meer relevant voor de beoordeling van het middel Last is verbonden aan het belastingsreglement, hiertoe diende geen stedenbouwkundige last opgelegd te worden "
"1617/0791","Hildegard","VZP toont het tegendeel niet aanArtikel 4.3.1 VCRO "
"1617/0791","Hildegard","GRO "
"1617/0791","Hildegard","Loutere tegengestelde visie (weliswaar in eerste instantie)  "
"1617/0791","Hildegard","Betrekt BB en PSA-verslag nietArtikel 21, §7 DBRC-decreet "
"1617/0791","Hildegard","Geen RPV voor de in het ongelijk gestelde partij (Navigator)"
"1617/0741","","Afstand van gedingAfstand van geding door TSK op basis van dading "
